Diagnostico_Codigo;Diagnostico_Desc
I440;BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO
C181;TUMOR MALIGNO DEL APÉNDICE
D45X;POLICITEMIA VERA
J90;DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE
C438;MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL
M932;OSTEOCONDRITIS DISECANTE
C07X;TUMOR MALIGNO DE LA GLÁNDULA PARÓTIDA
D222;NEVO MELANOCÍTICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
C762;TUMOR MALIGNO DEL ABDOMEN
T202;QUEMADURA DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO
C780;TUMOR MALIGNO SECUNDARIO DEL PULMÓN
S330;RUPTURA TRAUMÁTICA DE DISCO INTERVERTEBRAL LUMBAR
S399;TRAUMATISMO NO ESPECIFICADO DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS
G540;TRASTORNOS DEL PLEXO BRAQUIAL
F848;OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO
M952;OTRAS DEFORMIDADES ADQUIRIDAS DE LA CABEZA
S122;FRACTURA DE OTRAS VÉRTEBRAS CERVICALES ESPECIFICADAS
G049;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS, NO ESPECIFICADAS
M928;OTRAS OSTEOCONDROSIS JUVENILES ESPECIFICADAS
I740;EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL
P700;SÍNDROME DEL RECIÉN NACIDO DE MADRE CON DIABETES GESTACIONAL
Z35X;SUPERVISION DE EMBARAZO DE ALTO RIESGO
C577;TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DE LOS ÓRGANOS GENITALES FEMENINOS
K276;ULCERA PÉPTICA, DE SITIO NO ESPECIFICADO, CRÓNICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACIÓN
Z803;HISTORIA FAMILIAR DE TUMOR MALIGNO DE MAMA
M081;ESPONDILITIS ANQUILOSANTE JUVENIL
T263;QUEMADURA DE OTRAS PARTES DEL OJO Y SUS ANEXOS
C822;LINFOMA NO HODGKIN DE CÉLULAS GRANDES, FOLICULAR
Z718;OTRAS CONSULTAS ESPECIFICADAS
W210;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN  VIVIENDA
K413;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCIÓN, SIN GANGRENA
X618;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, EN OTRO LUGAR ESPECIFICADO
T170;CUERPO EXTRAÑO EN SENO PARANASAL
N318;OTRAS DISFUNCIONES NEUROMUSCULARES DE LA VEJIGA
T481;RELAJANTES MUSCULOESQUELÉTICOS [AGENTES BLOQUEADORES NEUROMUSCULARES]
K046;ABSCESO PERIAPICAL CON FÍSTULA
Y803;APARATOS DE MEDICINA FÍSICA ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRÚRGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
H181;QUERATOPATÍA VESICULAR
S336;ESGUINCES Y TORCEDURAS DE LA ARTICULACIÓN SACROILIACA
L551;QUEMADURA SOLAR DE SEGUNDO GRADO
N991;ESTRECHEZ URETRAL CONSECUTIVA A PROCEDIMIENTOS
J390;ABSCESO RETROFARÍNGEO Y PARAFARÍNGEO
R443;ALUCINACIONES, NO ESPECIFICADAS
T905;SECUELAS DE TRAUMATISMO INTRACRANEAL
N994;ADHERENCIAS PERITONEALES PÉLVICAS CONSECUTIVAS A PROCEDIMIENTOS
Z952;PRESENCIA DE VÁLVULA CARDÍACA PROTÉSICA
C040;TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA
C795;TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MÉDULA ÓSEA
M651;OTRAS (TENO)SINOVITIS INFECCIOSAS
T302;QUEMADURA DE SEGUNDO GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA
N902;DISPLASIA VULVAR SEVERA, NO CLASIFICADA EN OTRA PARTE
G589;MONONEUROPATÍA, NO ESPECIFICADA
X440;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, EN VIVIENDA
O030;ABORTO ESPONTÁNEO, INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA
Q396;DIVERTÍCULO DEL ESÓFAGO
D397;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES FEMENINOS
Y525;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIHIPERTENSIVAS, NO CLASIFICADAS EN OTRA PARTE
H368;OTROS TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
W500;APORREO, GOLPE, MORDEDURA, PATADA, RASGUÑO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN VIVIENDA
N429;TRASTORNO DE LA PRÓSTATA, NO ESPECIFICADO
N320;OBSTRUCCIÓN DE CUELLO DE LA VEJIGA
K519;COLITIS ULCERATIVA, SIN OTRA ESPECIFICACIÓN
K660;ADHERENCIAS PERITONEALES
W448;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN OTRO LUGAR ESPECIFICADO
M249;DESARREGLO ARTICULAR, NO ESPECIFICADO
O008;OTROS EMBARAZOS ECTÓPICOS
M130;POLIARTRITIS, NO ESPECIFICADA
S200;CONTUSIÓN DE LA MAMA
W559;MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, EN LUGAR NO ESPECIFICADO
I639;INFARTO CEREBRAL, NO ESPECIFICADO
G500;NEURALGIA DEL TRIGÉMINO
H651;OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA
H481;NEURITIS RETROBULBAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
Z206;CONTACTO CON Y EXPOSICIÓN AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
N923;HEMORRAGIA POR OVULACIÓN
T098;OTROS TRAUMATISMOS ESPECIFICADOS DEL TRONCO, NIVEL NO ESPECIFICADO
E060;TIROIDITIS AGUDA
M503;OTRAS DEGENERACIONES DE DISCO CERVICAL
E46X;DESNUTRICIÓN PROTEICOCALÓRICA, NO ESPECIFICADA
S632;LUXACIONES MÚLTIPLES DE DEDOS DE LA MANO
E835;TRASTORNOS DEL METABOLISMO DEL CALCIO
I42X;CARDIOMIOPATIA
C211;TUMOR MALIGNO DEL CONDUCTO ANAL
M216;OTRAS DEFORMIDADES ADQUIRIDAS DEL TOBILLO Y DEL PIE
C531;TUMOR MALIGNO DEL EXOCÉRVIX
S198;OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS
O82X;PARTO UNICO POR CESAREA
O421;RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DESPUÉS DE LAS 24 HORAS
I340;INSUFICIENCIA (DE LA VÁLVULA) MITRAL
B965;PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
I518;OTRAS ENFERMEDADES CARDÍACAS MAL DEFINIDAS
H526;OTROS TRASTORNOS DE LA REFRACCIÓN
M174;OTRAS GONARTROSIS SECUNDARIAS, BILATERALES
S948;TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL PIE Y DEL TOBILLO
M856;OTROS QUISTES ÓSEOS
A58X;GRANULOMA INGUINAL
B49X;MICOSIS, NO ESPECIFICADA
F989;TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
F418;OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS
R198;OTROS SÍNTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
N083;TRASTORNOS GLOMERULARES EN DIABETES MELLITUS (E10-E14+ CON CUARTO CARÁCTER COMÚN .2)
K522;COLITIS Y GASTROENTERITIS ALÉRGICAS Y DIETÉTICAS
K626;ULCERA DEL ANO Y DEL RECTO
C180;TUMOR MALIGNO DEL CIEGO
R21X;SALPULLIDO Y OTRAS ERUPCIONES CUTÁNEAS NO ESPECIFICADAS
B340;INFECCIÓN DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACIÓN
F523;DISFUNCIÓN ORGÁSMICA
W459;CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, EN LUGAR NO ESPECIFICADO
Z203;CONTACTO CON Y EXPOSICIÓN A RABIA
P914;DEPRESIÓN CEREBRAL NEONATAL
A062;COLITIS AMEBIANA NO DISENTÉRICA
Z21X;ESTADO DE INFECCIÓN ASINTOMÁTICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
R251;TEMBLOR NO ESPECIFICADO
G569;MONONEUROPATÍA DEL MIEMBRO SUPERIOR, SIN OTRA ESPECIFICACIÓN
Z319;ATENCIÓN NO ESPECIFICADA RELACIONADA CON LA PROCREACIÓN
K220;ACALASIA DEL CARDIAS
Z505;TERAPIA DEL LENGUAJE
S829;FRACTURA DE LA PIERNA, PARTE NO ESPECIFICADA
S530;LUXACIÓN DE LA CABEZA DEL RADIO
Q669;DEFORMIDAD CONGÉNITA DE LOS PIES, NO ESPECIFICADA
C845;OTROS LINFOMAS DE CÉLULAS T Y LOS NO ESPECIFICADOS
A009;CÓLERA, NO ESPECIFICADO
W550;MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, EN VIVIENDA
D214;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN
R068;OTRAS ANORMALIDADES DE LA RESPIRACIÓN Y LAS NO ESPECIFICADAS
O60;PARTO PREMATURO
M472;OTRAS ESPONDILOSIS CON RADICULOPATÍA
S867;TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DE LA PIERNA
S62;FRACTURA A NIVEL DE LA MUÑECA Y DE LA MANO
H318;OTROS TRASTORNOS ESPECIFICADOS DE LA COROIDES
J118;INFLUENZA CON OTRAS MANIFESTACIONES, VIRUS NO IDENTIFICADO
S002;OTROS TRAUMATISMOS SUPERFICIALES DEL PÁRPADO Y DE LA REGIÓN PERIOCULAR
A491;INFECCIÓN ESTREPTOCÓCICA, SIN OTRA ESPECIFICACIÓN
K921;MELENA
D061;CARCINOMA IN SITU DEL EXOCÉRVIX
N499;TRASTORNO INFLAMATORIO DE ÓRGANO GENITAL MASCULINO, NO ESPECIFICADO
Z101;CONTROL GENERAL DE SALUD DE RUTINA DE RESIDENTES DE INSTITUCIONES
J020;FARINGITIS ESTREPTOCÓCICA
H182;OTROS EDEMAS DE LA CÓRNEA
J206;BRONQUITIS AGUDA DEBIDA A RINOVIRUS
Z031;OBSERVACIÓN POR SOSPECHA DE TUMOR MALIGNO
D067;CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO
A509;SÍFILIS CONGÉNITA, SIN OTRA ESPECIFICACIÓN
J11X;INFLUENZA DEBIDA A VIRUS NO IDENTIFICADO
S642;TRAUMATISMO DEL NERVIO RADIAL A NIVEL DE LA MUÑECA Y DE LA MANO
K450;OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON OBSTRUCCIÓN, SIN GANGRENA
Q179;MALFORMACIÓN CONGÉNITA DEL OÍDO, NO ESPECIFICADA
W458;CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, EN OTRO LUGAR ESPECIFICADO
P031;FETO Y RECIÉN NACIDO AFECTADOS POR OTRA PRESENTACIÓN ANÓMALA, POSICIÓN ANÓMALA Y DESPROPORCIÓN DURANTE EL TRABAJO DE PARTO Y EL PARTO
L648;OTRAS ALOPECIAS ANDRÓGENAS
I428;OTRAS CARDIOMIOPATÍAS
H349;OCLUSIÓN VASCULAR RETINIANA, SIN OTRA ESPECIFICACIÓN
N137;UROPATÍA ASOCIADA CON REFLUJO VESICOURETERAL
Q250;CONDUCTO ARTERIOSO PERMEABLE
D689;DEFECTO DE LA COAGULACIÓN, NO ESPECIFICADO
F102;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, SÍNDROME DE DEPENDENCIA
K632;FÍSTULA DEL INTESTINO
J849;ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA
Z350;SUPERVISIÓN DE EMBARAZO CON HISTORIA DE ESTERILIDAD
E103;DIABETES MELLITUS INSULINODEPENDIENTE, CON COMPLICACIONES OFTÁLMICAS
G120;ATROFIA MUSCULAR ESPINAL INFANTIL, TIPO I [WERDNIG-HOFFMAN]
D358;TUMOR BENIGNO PLURIGLANDULAR
F510;INSOMNIO NO ORGÁNICO
P95X;MUERTE FETAL DE CAUSA NO ESPECIFICADA
T251;QUEMADURA DEL TOBILLO Y DEL PIE, DE PRIMER GRADO
G245;BLEFAROSPASMO
N816;RECTOCELE
T141;HERIDA DE REGIÓN NO ESPECIFICADA DEL CUERPO
J949;AFECCIÓN PLEURAL, NO ESPECIFICADA
C812;ENFERMEDAD DE HODGKIN CON CELULARIDAD MIXTA
C343;TUMOR MALIGNO DEL LÓBULO INFERIOR, BRONQUIO O PULMÓN
I479;TAQUICARDIA PAROXÍSTICA, NO ESPECIFICADA
S817;HERIDAS MÚLTIPLES DE LA PIERNA
M861;OTRAS OSTEOMIELITIS AGUDAS
J028;FARINGITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
G600;NEUROPATÍA HEREDITARIA MOTORA Y SENSORIAL
S313;HERIDA DEL ESCROTO Y DE LOS TESTÍCULOS
K57X;ENFERMEDAD DIVERTICULAR DEL INTESTINO
K112;SIALADENITIS
P360;SEPSIS DEL RECIÉN NACIDO DEBIDA A ESTREPTOCOCO DEL GRUPO B
M778;OTRAS ENTESOPATÍAS, NO CLASIFICADAS EN OTRA PARTE
Z025;EXAMEN PARA PARTICIPACIÓN EN COMPETENCIAS DEPORTIVAS
F312;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANÍACO PRESENTE CON SÍNTOMAS PSICÓTICOS
R611;HIPERHIDROSIS GENERALIZADA
P080;RECIÉN NACIDO EXCEPCIONALMENTE GRANDE
N857;HEMATÓMETRA
Q253;ESTENOSIS DE LA AORTA
M036;ARTROPATÍA REACTIVA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I253;ANEURISMA CARDÍACO
X894;AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN CALLES Y CARRETERAS
D481;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO CONJUNTIVO Y OTRO TEJIDO BLANDO
Q728;OTROS DEFECTOS POR REDUCCIÓN DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)
S268;OTROS TRAUMATISMOS DEL CORAZÓN
P611;POLICITEMIA NEONATAL
I694;SECUELAS DE ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA COMO HEMORRÁGICA U OCLUSIVA
L981;DERMATITIS FACTICIA
Q825;NEVO NO NEOPLÁSICO, CONGÉNITO
D429;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES, PARTE NO ESPECIFICADA
L292;PRURITO VULVAR
S218;HERIDA DE OTRAS PARTES DEL TÓRAX
L42X;PITIRIASIS ROSADA
Z128;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE OTROS SITIOS
M665;RUPTURA ESPONTÁNEA DE TENDÓN NO ESPECIFICADO
D002;CARCINOMA IN SITU DEL ESTÓMAGO
P588;ICTERICIA NEONATAL DEBIDA A OTRAS HEMÓLISIS EXCESIVAS ESPECIFICADAS
O419;TRASTORNO DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO
B582;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*)
N20X;CALCULO DEL RINON Y DEL URETER
D309;TUMOR BENIGNO DE ÓRGANO URINARIO NO ESPECIFICADO
Q351;FISURA DEL PALADAR DURO, UNILATERAL
H920;OTALGIA
K928;OTRAS ENFERMEDADES ESPECIFICADAS DEL SISTEMA DIGESTIVO
S252;TRAUMATISMO DE VENA CAVA SUPERIOR
C089;TUMOR MALIGNO DE GLÁNDULA SALIVAL MAYOR, NO ESPECIFICADA
F251;TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO
J380;PARÁLISIS DE LAS CUERDAS VOCALES Y DE LA LARINGE
B021;MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*)
N710;ENFERMEDAD INFLAMATORIA AGUDA DEL ÚTERO
M159;POLIARTROSIS, NO ESPECIFICADA
N178;OTRAS INSUFICIENCIAS RENALES AGUDAS
L130;DERMATITIS HERPETIFORME
E831;TRASTORNOS DEL METABOLISMO DEL HIERRO
L628;TRASTORNOS DE LAS UÑAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K500;ENFERMEDAD DE CROHN DEL INTESTINO DELGADO
J331;DEGENERACIÓN POLIPOIDE DE SENO PARANASAL
S066;HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA
K421;HERNIA UMBILICAL CON GANGRENA
W542;MORDEDURA O ATAQUE DE PERRO, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS
D691;DEFECTOS CUALITATIVOS DE LAS PLAQUETAS
G609;NEUROPATÍA HEREDITARIA E IDIOPÁTICA, SIN OTRA ESPECIFICACIÓN
D060;CARCINOMA IN SITU DEL ENDOCÉRVIX
J81;EDEMA PULMONAR
Z039;OBSERVACIÓN POR SOSPECHA DE ENFERMEDAD O AFECCIÓN NO ESPECIFICADA
F29X;PSICOSIS DE ORIGEN NO ORGÁNICO, NO ESPECIFICADA
T852;COMPLICACIÓN MECÁNICA DE LENTES INTRAOCULARES
M872;OSTEONECROSIS DEBIDA A TRAUMATISMO PREVIO
K260;ULCERA DUODENAL, AGUDA CON HEMORRAGIA
S467;TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DEL HOMBRO Y DEL BRAZO
K512;PROCTITIS (CRÓNICA) ULCERATIVA
M215;MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS
H601;CELULITIS DEL OÍDO EXTERNO
R065;RESPIRACIÓN CON LA BOCA
Z717;CONSULTA PARA ASESORÍA SOBRE EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
T797;ENFISEMA SUBCUTÁNEO TRAUMÁTICO
M359;COMPROMISO SISTÉMICO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO
Q518;OTRAS MALFORMACIONES CONGÉNITAS DEL ÚTERO Y DEL CUELLO UTERINO
F066;TRASTORNO DE LABILIDAD EMOCIONAL [ASTÉNICO], ORGÁNICO
C318;LESIÓN DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES
M060;ARTRITIS REUMATOIDE SERONEGATIVA
T783;EDEMA ANGIONEURÓTICO
S880;AMPUTACIÓN TRAUMÁTICA A NIVEL DE LA RODILLA
M841;FALTA DE CONSOLIDACIÓN DE FRACTURA [SEUDOARTROSIS]
K351;APENDICITIS AGUDA CON ABSCESO PERITONEAL
Q519;MALFORMACIÓN CONGÉNITA DEL ÚTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA
Z743;PROBLEMAS RELACIONADOS CON LA NECESIDAD DE SUPERVISIÓN CONTINUA
A418;OTRAS SEPTICEMIAS ESPECIFICADAS
E012;BOCIO (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO, NO ESPECIFICADO
D269;TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA
M192;ARTROSIS SECUNDARIA DE OTRAS ARTICULACIONES
A085;OTRAS INFECCIONES INTESTINALES ESPECIFICADAS
H271;LUXACIÓN DEL CRISTALINO
R54X;SENILIDAD
L668;OTRAS ALOPECIAS CICATRICIALES
R300;DISURIA
O233;INFECCIÓN DE OTRAS PARTES DE LAS VÍAS URINARIAS EN EL EMBARAZO
G919;HIDROCÉFALO, NO ESPECIFICADO
J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES
S013;HERIDA DEL OÍDO
W838;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACIÓN, EN OTRO LUGAR ESPECIFICADO
K521;COLITIS Y GASTROENTERITIS TÓXICAS
T432;OTROS ANTIDEPRESIVOS Y LOS NO ESPECIFICADOS
S678;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO
A070;BALANTIDIASIS
R579;CHOQUE, NO ESPECIFICADO
K868;OTRAS ENFERMEDADES ESPECIFICADAS DEL PÁNCREAS
T848;OTRAS COMPLICACIONES DE DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS ORTOPÉDICOS INTERNOS
R195;OTRAS ANORMALIDADES FECALES
Q302;HENDIDURA, FISURA O MUESCA DE LA NARIZ
L52X;ERITEMA NUDOSO
I318;OTRAS ENFERMEDADES ESPECIFICADAS DEL PERICARDIO
K419;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCIÓN NI GANGRENA
I260;EMBOLIA PULMONAR CON MENCIÓN DE CORAZÓN PULMONAR AGUDO
R35;POLIURIA
J312;FARINGITIS CRÓNICA
I455;OTROS TIPOS ESPECIFICADOS DE BLOQUEO DEL CORAZÓN
I21X;INFARTO AGUDO DEL MIOCARDIO
O235;INFECCIÓN GENITAL EN EL EMBARAZO
S627;FRACTURAS MÚLTIPLES DE LOS DEDOS DE LA MANO
N812;PROLAPSO UTEROVAGINAL INCOMPLETO
S398;OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS
M854;QUISTE ÓSEO SOLITARIO
N360;FÍSTULA DE LA URETRA
C048;LESIÓN DE SITIOS CONTIGUOS DEL PISO DE LA BOCA
T184;CUERPO EXTRAÑO EN EL COLON
S848;TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA PIERNA
I899;TRASTORNO NO INFECCIOSO DE VASOS Y GANGLIOS LINFÁTICOS, NO ESPECIFICADO
R10;DOLOR ABDOMINAL Y PÉLVICO
M202;HALLUX RIGIDUS
E283;INSUFICIENCIA OVÁRICA PRIMARIA
K143;HIPERTROFIA DE LAS PAPILAS LINGUALES
L944;PÁPULAS DE GOTTRON
S331;LUXACIÓN DE VÉRTEBRA LUMBAR
H103;CONJUNTIVITIS AGUDA, NO ESPECIFICADA
E802;OTRAS PORFIRIAS
N818;OTROS PROLAPSOS GENITALES FEMENINOS
L908;OTROS TRASTORNOS ATRÓFICOS DE LA PIEL
C109;TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA
T13X;OTROS TRAUMATISMOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO
Q279;MALFORMACIÓN CONGÉNITA DEL SISTEMA VASCULAR PERIFÉRICO, NO ESPECIFICADA
P22X;DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO
T010;HERIDAS QUE AFECTAN LA CABEZA CON EL CUELLO
K430;HERNIA VENTRAL CON OBSTRUCCIÓN, SIN GANGRENA
Z906;AUSENCIA ADQUIRIDA DE OTRAS PARTES DE LAS VÍAS URINARIAS
M131;MONOARTRITIS, NO CLASIFICADA EN OTRA PARTE
K561;INVAGINACIÓN
D141;TUMOR BENIGNO DE LA LARINGE
M254;DERRAME ARTICULAR
M711;OTRAS BURSITIS INFECCIOSAS
K669;TRASTORNO DEL PERITONEO, NO ESPECIFICADO
R879;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS ANORMALES, NO ESPECIFICADOS
S051;CONTUSIÓN DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO
N311;VEJIGA NEUROPÁTICA REFLEJA, NO CLASIFICADA EN OTRA PARTE
I710;DISECCIÓN DE AORTA (CUALQUIER PARTE)
I151;HIPERTENSIÓN SECUNDARIA A OTROS TRASTORNOS RENALES
R619;HIPERHIDROSIS, NO ESPECIFICADA
G961;TRASTORNOS DE LAS MENINGES, NO CLASIFICADOS EN OTRA PARTE
D721;EOSINOFILIA
I214;INFARTO SUBENDOCÁRDICO AGUDO DEL MIOCARDIO
O043;ABORTO MÉDICO, INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
A168;OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCIÓN DE CONFIRMACIÓN
N898;OTROS TRASTORNOS ESPECIFICADOS NO INFLAMATORIOS DE LA VAGINA
S969;TRAUMATISMO DE TENDONES Y MÚSCULOS NO ESPECIFICADOS A NIVEL DEL PIE Y DEL TOBILLO
M671;OTRAS CONTRACTURAS DE TENDÓN (VAINA)
L52;ERITEMA NUDOSO
D104;TUMOR BENIGNO DE LA AMÍGDALA
D230;TUMOR BENIGNO DE LA PIEL DEL LABIO
S437;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CINTURA ESCAPULAR
M200;DEFORMIDAD DE DEDO(S) DE LA MANO
T002;TRAUMATISMOS SUPERFICIALES QUE AFECTAN MÚLTIPLES REGIONES DEL(OS) MIEMBRO(S) SUPERIOR(ES)
C103;TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE
W214;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN CALLES Y CARRETERAS
M954;DEFORMIDAD ADQUIRIDA DE COSTILLAS Y TÓRAX
D355;TUMOR BENIGNO DEL CUERPO CAROTÍDEO
F314;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SÍNTOMAS PSICÓTICOS
X859;AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, EN LUGAR NO ESPECIFICADO
S078;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA
B379;CANDIDIASIS, NO ESPECIFICADA
E870;HIPEROSMOLARIDAD E HIPERNATREMIA
M720;FIBROMATOSIS DE LA APONEUROSIS PALMAR [DUPUYTREN]
S272;HEMONEUMOTÓRAX TRAUMÁTICO
M624;CONTRACTURA MUSCULAR
Z720;PROBLEMAS RELACIONADOS CON EL USO DEL TABACO
O927;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DE LA LACTANCIA
S927;FRACTURAS MÚLTIPLES DEL PIE
M994;ESTENOSIS DEL CANAL NEURAL POR TEJIDO CONJUNTIVO
Q169;MALFORMACIÓN CONGÉNITA DEL OÍDO QUE CAUSA ALTERACIÓN DE LA AUDICIÓN, SIN OTRA ESPECIFICACIÓN
S462;TRAUMATISMO DEL TENDÓN Y MÚSCULO DE OTRAS PARTES DEL BÍCEPS
K914;DISFUNCIÓN DE COLOSTOMÍA O ENTEROSTOMÍA
